0 0 19 6
1 0 8 9
2 0 23 33
3 0 13 23
4 0 39 33
5 0 21 14
6 0 10 17
7 0 15 32
8 0 9 33
9 0 21 26
10 0 15 22
11 0 34 3
12 0 4 33
13 0 32 16
14 0 8 10
15 0 38 29
16 0 5 9
17 0 28 10
18 0 13 25
19 0 10 4
20 0 25 36
21 0 15 34
22 0 23 31
23 0 2 38
24 0 11 25
0 1 21 6
1 1 8 7
2 1 23 34
4 1 37 33
5 1 20 14
6 1 10 19
8 1 9 31
10 1 15 23
11 1 32 3
12 1 5 33
13 1 31 16
14 1 8 11
16 1 5 11
19 1 10 5
20 1 25 35
22 1 23 29
23 1 2 36
0 2 23 6
1 2 8 6
4 2 35 33
5 2 18 14
6 2 10 20
8 2 9 29
10 2 15 24
11 2 30 3
12 2 6 33
13 2 30 16
14 2 8 12
16 2 5 12
19 2 10 7
22 2 23 28
23 2 2 34
0 3 25 6
1 3 8 4
4 3 33 33
5 3 17 14
6 3 10 22
8 3 9 28
10 3 15 25
11 3 29 3
12 3 8 33
13 3 29 16
14 3 8 14
16 3 5 13
19 3 10 8
22 3 23 27
23 3 2 33
0 4 27 6
1 4 8 3
4 4 31 33
5 4 16 14
6 4 10 24
7 4 15 32
8 4 9 26
10 4 15 27
11 4 27 3
12 4 9 33
13 4 27 16
14 4 8 15
16 4 5 14
19 4 10 10
22 4 23 26
23 4 2 31
4 5 30 33
6 5 10 25
7 5 14 32
8 5 9 25
10 5 15 28
11 5 25 3
12 5 10 33
13 5 26 16
14 5 8 16
16 5 5 15
19 5 10 11
22 5 23 25
23 5 2 29
1 6 8 3
4 6 29 33
7 6 13 32
8 6 7 25
10 6 15 29
11 6 23 3
12 6 11 33
13 6 25 16
14 6 8 18
16 6 5 16
19 6 10 13
22 6 23 23
23 6 2 27
1 7 8 4
3 7 13 22
7 7 12 32
8 7 6 25
10 7 15 30
11 7 22 3
12 7 13 33
13 7 24 16
14 7 8 19
16 7 5 17
19 7 10 15
22 7 23 22
23 7 2 26
1 8 8 5
3 8 13 21
7 8 11 32
8 8 5 25
10 8 15 31
11 8 20 3
12 8 14 33
13 8 22 16
14 8 8 20
16 8 5 18
19 8 10 16
22 8 23 21
23 8 2 24
24 8 11 25
1 9 8 6
3 9 13 19
7 9 10 32
8 9 4 25
10 9 15 33
11 9 18 3
12 9 15 33
13 9 21 16
14 9 8 22
16 9 5 19
19 9 10 18
22 9 23 20
23 9 2 24
24 9 11 26
1 10 8 7
3 10 13 17
10 10 15 34
11 10 16 3
12 10 16 33
13 10 20 16
14 10 8 23
16 10 5 21
19 10 10 19
22 10 23 19
24 10 11 27
1 11 8 9
3 11 13 16
8 11 6 25
10 11 15 35
11 11 15 3
12 11 18 33
13 11 19 16
14 11 8 24
16 11 5 22
19 11 10 21
22 11 23 18
24 11 11 29
1 12 8 10
3 12 13 14
8 12 7 25
10 12 15 36
11 12 13 3
12 12 19 33
13 12 17 16
14 12 8 26
16 12 5 23
19 12 10 22
22 12 23 17
24 12 11 30
1 13 8 10
3 13 13 12
8 13 8 25
9 13 21 26
10 13 15 37
11 13 11 3
12 13 20 33
13 13 16 16
14 13 8 27
16 13 5 24
19 13 10 24
24 13 11 31
1 14 9 10
3 14 13 11
8 14 9 25
9 14 20 26
10 14 15 38
11 14 9 3
12 14 21 33
13 14 15 16
14 14 8 28
16 14 5 25
19 14 10 26
24 14 11 32
1 15 10 10
3 15 13 9
8 15 10 25
9 15 18 26
11 15 8 3
12 15 23 33
13 15 14 16
14 15 8 30
16 15 5 26
19 15 10 27
24 15 11 33
1 16 12 10
3 16 13 7
8 16 12 25
9 16 17 26
11 16 7 3
12 16 24 33
13 16 12 16
14 16 8 31
16 16 5 27
19 16 10 29
24 16 11 34
1 17 13 10
3 17 13 6
8 17 13 25
9 17 16 26
12 17 25 33
13 17 11 16
14 17 8 32
16 17 5 28
19 17 10 30
24 17 11 35
1 18 15 10
3 18 13 4
8 18 14 25
9 18 14 26
12 18 26 33
13 18 10 16
14 18 8 34
16 18 5 29
19 18 10 32
24 18 11 36
1 19 16 10
3 19 13 3
8 19 15 25
9 19 13 26
12 19 27 33
13 19 9 16
14 19 8 34
16 19 5 31
19 19 10 33
24 19 11 37
1 20 17 10
8 20 17 25
9 20 11 26
12 20 29 33
13 20 8 16
16 20 5 32
19 20 10 35
24 20 11 38
8 21 18 25
12 21 30 33
16 21 5 33
19 21 10 36
8 22 19 25
12 22 30 33
16 22 5 34
8 23 20 25
16 23 5 35
8 24 22 25
16 24 5 36
8 25 23 25
16 25 5 37
17 25 28 11
8 26 24 25
16 26 5 38
17 26 28 12
8 27 25 25
16 27 5 39
17 27 28 14
8 28 26 25
15 28 37 29
17 28 28 15
8 29 28 25
15 29 35 29
17 29 28 16
22 29 23 17
8 30 29 25
15 30 34 29
17 30 28 18
22 30 23 19
8 31 30 25
15 31 32 29
17 31 28 19
22 31 23 20
8 32 31 25
15 32 30 29
17 32 28 20
22 32 23 21
8 33 33 25
15 33 28 29
17 33 28 22
22 33 23 22
8 34 34 25
15 34 27 29
17 34 28 23
22 34 23 23
8 35 34 25
15 35 25 29
17 35 28 24
15 36 23 29
17 36 28 26
15 37 22 29
17 37 28 27
23 37 4 24
15 38 20 29
23 38 6 24
15 39 18 29
23 39 8 24
15 40 17 29
23 40 10 24
15 41 15 29
23 41 12 24
15 42 15 29
23 42 14 24
23 43 16 24
23 44 18 24
15 45 15 29
23 45 20 24
15 46 15 27
23 46 22 24
13 47 9 16
15 47 15 25
23 47 24 24
13 48 10 16
15 48 15 23
17 48 28 26
20 48 24 35
23 48 26 24
13 49 11 16
15 49 15 21
17 49 28 24
20 49 22 35
23 49 27 24
13 50 13 16
15 50 15 20
17 50 28 23
20 50 21 35
23 50 29 24
13 51 14 16
15 51 15 18
17 51 28 21
20 51 19 35
23 51 31 24
2 52 23 33
13 52 15 16
15 52 15 16
17 52 28 20
20 52 18 35
23 52 33 24
2 53 23 31
9 53 12 26
13 53 17 16
15 53 15 14
17 53 28 19
20 53 16 35
2 54 23 30
7 54 10 30
9 54 12 26
13 54 18 16
15 54 15 13
17 54 28 17
20 54 15 35
2 55 23 28
7 55 10 30
13 55 19 16
15 55 15 11
17 55 28 16
20 55 14 35
2 56 23 27
4 56 29 33
13 56 21 16
15 56 15 9
17 56 28 15
20 56 12 35
2 57 23 25
4 57 27 33
13 57 22 16
15 57 15 8
17 57 28 14
20 57 11 35
2 58 23 23
4 58 25 33
13 58 23 16
20 58 9 35
21 58 15 33
1 59 17 11
2 59 23 22
4 59 23 33
13 59 25 16
20 59 8 35
21 59 15 31
1 60 17 13
2 60 23 21
4 60 22 33
6 60 10 25
20 60 7 35
21 60 15 30
1 61 17 15
4 61 20 33
6 61 10 23
20 61 5 35
21 61 15 28
