0 0 39 20
1 0 26 24
2 0 12 0
3 0 3 20
4 0 39 20
5 0 0 4
0 1 40 20
1 1 26 23
2 1 11 0
3 1 1 20
4 1 40 19
5 1 0 5
0 2 40 21
1 2 26 22
2 2 10 0
3 2 0 20
4 2 39 18
5 2 0 5
0 3 40 23
1 3 26 21
2 3 9 0
3 3 0 19
4 3 40 17
5 3 0 6
0 4 40 24
1 4 26 20
2 4 8 0
3 4 0 17
4 4 40 16
5 4 0 6
0 5 40 25
1 5 25 20
2 5 7 0
3 5 0 16
4 5 40 15
5 5 0 7
0 6 40 26
1 6 24 20
2 6 6 0
3 6 0 14
4 6 40 13
5 6 0 8
0 7 40 28
1 7 22 20
2 7 5 0
3 7 0 13
4 7 40 12
5 7 0 8
0 8 40 29
1 8 21 20
2 8 4 0
3 8 0 11
4 8 40 11
5 8 0 9
0 9 40 30
1 9 20 20
2 9 2 0
3 9 0 9
4 9 40 10
5 9 0 10
0 10 40 31
1 10 18 20
2 10 1 0
3 10 0 8
4 10 40 9
5 10 0 11
0 11 40 33
1 11 17 20
2 11 0 0
3 11 0 6
4 11 40 8
5 11 0 12
0 12 40 34
1 12 16 20
2 12 0 0
3 12 0 4
4 12 40 7
5 12 0 13
0 13 40 35
1 13 15 20
2 13 0 1
3 13 0 3
4 13 40 7
5 13 0 14
0 14 40 36
1 14 13 20
2 14 0 2
3 14 0 1
4 14 40 6
5 14 0 15
0 15 40 37
1 15 12 20
2 15 0 3
3 15 0 0
4 15 40 5
5 15 0 16
0 16 40 39
1 16 11 20
2 16 0 4
3 16 1 0
4 16 40 4
5 16 0 17
0 17 39 39
1 17 10 20
2 17 0 6
3 17 3 0
4 17 40 3
5 17 0 18
0 18 38 40
1 18 8 20
2 18 0 7
3 18 4 0
4 18 40 2
5 18 0 19
0 19 37 40
1 19 7 20
2 19 0 8
3 19 6 0
4 19 40 1
5 19 0 20
0 20 36 40
1 20 6 20
2 20 0 9
3 20 7 0
4 20 40 0
5 20 0 21
0 21 35 40
1 21 5 20
2 21 0 10
3 21 9 0
4 21 40 0
5 21 0 22
0 22 33 40
1 22 3 20
2 22 0 11
3 22 11 0
4 22 39 0
5 22 0 23
0 23 32 40
1 23 2 20
2 23 0 12
3 23 12 0
4 23 38 0
5 23 0 23
0 24 31 40
1 24 1 20
2 24 0 13
3 24 13 0
4 24 37 0
5 24 0 25
0 25 30 40
1 25 0 20
2 25 0 14
3 25 13 2
4 25 36 0
5 25 0 26
0 26 29 40
1 26 0 18
2 26 0 15
3 26 13 4
4 26 36 0
5 26 0 28
0 27 28 40
1 27 0 17
2 27 0 15
3 27 13 5
4 27 35 0
5 27 0 29
0 28 27 40
1 28 0 16
2 28 0 16
3 28 13 7
4 28 34 0
5 28 0 31
0 29 26 39
1 29 0 15
2 29 0 17
3 29 13 8
4 29 33 0
5 29 0 32
0 30 26 38
1 30 0 13
2 30 0 18
3 30 13 10
4 30 32 0
5 30 0 34
0 31 26 36
1 31 0 12
2 31 0 19
3 31 13 12
4 31 32 0
5 31 0 35
0 32 26 35
1 32 0 11
2 32 0 20
3 32 13 13
4 32 31 0
5 32 0 35
0 33 26 34
1 33 0 10
2 33 1 19
3 33 13 15
4 33 30 0
5 33 0 36
0 34 26 33
1 34 0 8
2 34 2 20
3 34 13 17
4 34 29 0
5 34 0 37
0 35 26 32
1 35 0 7
2 35 3 20
3 35 13 18
4 35 29 0
5 35 0 38
0 36 26 31
1 36 0 6
2 36 4 20
3 36 13 20
4 36 28 0
5 36 0 39
0 37 26 30
1 37 0 5
2 37 5 20
3 37 13 21
4 37 27 0
5 37 0 40
0 38 26 28
1 38 0 4
2 38 6 20
3 38 13 23
4 38 26 0
5 38 1 40
0 39 26 27
1 39 0 4
2 39 7 20
3 39 13 24
4 39 26 0
5 39 2 40
0 40 26 26
1 40 0 3
2 40 8 20
3 40 13 26
4 40 26 1
5 40 3 40
0 41 26 25
1 41 0 3
2 41 8 20
3 41 13 27
4 41 26 2
5 41 4 40
0 42 26 24
1 42 0 2
2 42 9 20
3 42 13 29
4 42 26 3
5 42 4 40
0 43 26 23
1 43 0 1
2 43 10 20
3 43 13 30
4 43 26 3
5 43 5 40
0 44 26 22
1 44 0 1
2 44 11 20
3 44 13 31
4 44 26 4
5 44 6 40
0 45 26 20
1 45 0 0
2 45 12 20
3 45 13 31
4 45 26 5
5 45 7 40
0 46 26 20
1 46 0 0
2 46 13 20
3 46 13 32
4 46 26 6
5 46 8 40
0 47 27 19
1 47 0 0
2 47 14 20
3 47 13 33
4 47 26 6
5 47 9 40
0 48 29 20
1 48 1 0
2 48 15 20
3 48 13 34
4 48 26 7
5 48 10 40
0 49 30 20
1 49 1 0
2 49 16 20
3 49 13 35
