0 0 30 32
1 0 15 36
2 0 3 25
3 0 4 8
4 0 39 4
5 0 30 3
0 1 30 32
1 1 14 37
2 1 3 24
3 1 3 9
4 1 38 5
5 1 30 3
0 2 30 31
1 2 12 37
2 2 3 22
3 2 3 9
4 2 37 5
5 2 31 4
0 3 30 31
1 3 11 37
2 3 3 21
3 3 3 10
4 3 37 6
5 3 32 5
0 4 30 30
1 4 10 38
2 4 4 21
3 4 2 11
4 4 36 6
5 4 31 5
0 5 30 30
1 5 9 38
2 5 4 21
3 5 2 12
4 5 35 7
5 5 31 5
0 6 30 29
1 6 7 39
2 6 5 21
3 6 2 13
4 6 35 8
5 6 30 6
0 7 30 29
1 7 6 39
2 7 5 21
3 7 1 14
4 7 34 8
5 7 30 6
0 8 31 30
1 8 6 39
2 8 6 22
3 8 1 15
4 8 33 9
5 8 29 6
0 9 31 30
1 9 5 38
2 9 6 22
3 9 1 14
4 9 33 10
5 9 29 6
0 10 32 30
1 10 4 38
2 10 7 22
3 10 1 14
4 10 32 10
5 10 28 6
0 11 32 31
1 11 4 38
2 11 8 22
3 11 1 13
4 11 32 11
5 11 27 7
0 12 33 31
1 12 3 37
2 12 8 22
3 12 1 12
4 12 33 11
5 12 27 7
0 13 34 31
1 13 2 37
2 13 9 23
3 13 1 12
4 13 34 11
5 13 26 7
0 14 34 32
1 14 1 37
2 14 9 23
3 14 1 11
4 14 34 11
5 14 26 7
0 15 35 32
1 15 1 36
2 15 10 23
3 15 0 11
4 15 35 11
5 15 25 7
0 16 36 32
1 16 0 36
2 16 11 23
3 16 0 10
4 16 36 11
5 16 25 8
0 17 36 33
1 17 0 35
2 17 11 24
3 17 0 10
4 17 37 11
5 17 24 8
0 18 37 33
1 18 0 35
2 18 12 24
3 18 0 9
4 18 37 11
5 18 23 8
0 19 38 33
1 19 1 35
2 19 12 24
3 19 0 9
4 19 38 11
5 19 23 8
0 20 38 34
1 20 2 34
2 20 13 23
3 20 0 8
4 20 39 11
5 20 23 8
0 21 39 35
1 21 2 34
2 21 13 22
3 21 0 8
4 21 39 11
5 21 23 6
0 22 39 36
1 22 2 34
2 22 13 21
3 22 0 7
4 22 39 11
5 22 23 5
0 23 39 37
1 23 3 33
2 23 13 20
3 23 0 7
4 23 38 11
5 23 23 3
0 24 39 38
1 24 3 33
2 24 13 18
3 24 0 6
4 24 37 11
5 24 23 2
0 25 38 39
1 25 4 32
2 25 13 17
3 25 0 5
4 25 37 11
5 25 23 0
0 26 38 39
1 26 4 32
2 26 14 16
3 26 0 5
4 26 36 11
5 26 23 0
0 27 37 38
1 27 4 32
2 27 14 14
3 27 0 5
4 27 36 10
5 27 23 0
0 28 37 37
1 28 5 31
2 28 14 15
3 28 1 5
4 28 36 10
5 28 22 0
0 29 36 36
1 29 5 31
2 29 14 16
3 29 2 6
4 29 35 10
5 29 22 0
0 30 36 37
1 30 6 30
2 30 14 17
3 30 3 6
4 30 35 9
5 30 21 0
0 31 37 38
1 31 6 30
2 31 14 18
3 31 5 6
4 31 34 9
5 31 21 0
0 32 37 38
1 32 6 30
2 32 14 19
3 32 6 7
4 32 34 8
5 32 20 0
0 33 37 39
1 33 7 29
2 33 14 20
3 33 7 7
4 33 33 8
5 33 20 0
0 34 37 39
1 34 7 29
2 34 14 21
3 34 8 7
4 34 33 8
5 34 20 0
0 35 38 38
1 35 8 28
2 35 14 22
3 35 9 7
4 35 32 7
5 35 19 1
0 36 38 37
1 36 8 28
2 36 15 23
3 36 11 7
4 36 32 7
5 36 19 1
0 37 38 37
1 37 8 27
2 37 15 24
3 37 12 7
4 37 32 6
5 37 18 1
0 38 38 36
1 38 8 28
2 38 15 24
3 38 14 7
4 38 31 6
5 38 18 1
0 39 38 35
1 39 8 29
2 39 15 23
3 39 15 7
4 39 31 6
5 39 17 2
0 40 39 34
1 40 7 29
2 40 16 23
3 40 17 6
4 40 30 5
5 40 17 2
0 41 39 34
1 41 6 30
2 41 16 22
3 41 18 6
4 41 30 5
5 41 16 2
0 42 39 33
1 42 6 31
2 42 16 22
3 42 18 7
4 42 30 5
5 42 16 2
0 43 39 34
1 43 5 31
2 43 17 21
3 43 18 7
4 43 31 5
5 43 15 3
0 44 38 35
1 44 5 32
2 44 17 21
3 44 18 8
4 44 32 4
5 44 15 3
0 45 38 35
1 45 4 33
2 45 18 20
3 45 18 8
4 45 33 4
5 45 14 3
0 46 37 36
1 46 3 33
2 46 18 20
3 46 17 9
4 46 34 4
5 46 14 3
0 47 36 36
1 47 3 34
2 47 18 19
3 47 17 9
4 47 35 4
5 47 13 3
0 48 36 37
1 48 2 35
2 48 19 19
3 48 17 10
4 48 36 4
5 48 12 2
0 49 35 37
1 49 2 35
2 49 19 18
3 49 16 10
4 49 37 4
5 49 12 2
0 50 34 38
1 50 3 36
2 50 19 18
3 50 16 11
4 50 38 3
5 50 11 2
0 51 34 39
1 51 3 36
2 51 20 18
3 51 16 12
4 51 39 3
5 51 10 2
0 52 33 39
1 52 4 37
2 52 20 17
3 52 16 12
4 52 39 3
5 52 10 2
0 53 32 39
1 53 4 37
2 53 20 17
3 53 15 13
4 53 38 3
5 53 9 1
0 54 32 38
1 54 5 38
2 54 21 16
3 54 15 13
4 54 37 4
5 54 8 1
0 55 33 37
1 55 5 38
2 55 22 17
3 55 15 14
4 55 36 4
5 55 8 1
0 56 33 36
1 56 6 38
2 56 23 17
3 56 14 14
4 56 36 4
5 56 7 1
0 57 33 36
1 57 6 39
2 57 24 17
3 57 14 15
4 57 35 4
5 57 6 0
0 58 33 35
1 58 7 39
2 58 25 18
3 58 14 14
4 58 34 4
5 58 6 0
0 59 33 34
1 59 7 39
2 59 26 18
3 59 14 13
4 59 33 4
5 59 5 0
0 60 33 33
1 60 8 39
2 60 27 18
3 60 13 11
4 60 33 4
5 60 5 1
0 61 34 32
1 61 8 38
2 61 28 19
3 61 13 10
4 61 32 4
5 61 5 2
0 62 34 31
1 62 8 38
2 62 29 19
3 62 12 9
4 62 31 5
5 62 5 3
0 63 34 30
1 63 9 37
2 63 30 19
3 63 12 7
4 63 30 5
5 63 5 5
0 64 34 30
1 64 9 37
2 64 30 19
3 64 12 6
4 64 30 5
5 64 6 6
0 65 34 31
1 65 8 38
2 65 30 17
3 65 12 5
4 65 30 5
5 65 6 8
0 66 35 32
1 66 8 38
2 66 30 16
3 66 13 4
4 66 31 6
5 66 6 9
0 67 35 33
1 67 7 39
2 67 30 14
3 67 14 3
4 67 32 7
5 67 6 10
0 68 35 34
1 68 6 39
2 68 30 13
3 68 15 3
4 68 33 7
5 68 7 11
0 69 35 35
1 69 5 39
2 69 31 12
3 69 16 2
4 69 34 8
5 69 7 11
0 70 36 36
1 70 5 38
2 70 31 10
3 70 16 1
4 70 35 9
5 70 8 11
0 71 36 37
1 71 4 37
2 71 31 9
3 71 17 1
4 71 36 9
5 71 8 12
0 72 36 39
1 72 3 37
2 72 31 8
3 72 18 0
4 72 37 10
5 72 9 12
0 73 37 39
1 73 2 36
2 73 31 8
3 73 19 0
4 73 38 11
5 73 9 13
0 74 38 39
1 74 2 35
2 74 31 7
3 74 20 0
4 74 37 11
5 74 10 13
0 75 38 38
1 75 3 35
2 75 31 6
3 75 21 1
4 75 37 12
5 75 10 14
0 76 39 37
1 76 5 35
2 76 31 6
3 76 22 1
4 76 37 12
5 76 11 14
0 77 39 37
1 77 6 35
2 77 31 5
3 77 23 2
4 77 36 13
5 77 11 15
0 78 38 36
1 78 7 35
2 78 32 4
3 78 24 2
4 78 36 13
5 78 12 15
0 79 37 35
1 79 9 35
2 79 32 3
3 79 26 2
4 79 35 14
5 79 12 16
0 80 36 34
1 80 10 35
2 80 32 3
3 80 27 3
4 80 35 14
5 80 13 16
0 81 35 34
1 81 11 35
2 81 32 2
3 81 28 3
4 81 35 14
5 81 13 17
0 82 35 33
1 82 11 35
2 82 32 1
3 82 29 4
4 82 34 15
5 82 14 16
0 83 35 32
1 83 11 34
2 83 32 0
3 83 30 3
4 83 34 15
5 83 14 15
0 84 35 31
1 84 11 34
2 84 32 0
3 84 31 2
4 84 34 16
5 84 14 15
0 85 35 30
1 85 10 33
2 85 32 1
3 85 32 2
4 85 33 16
5 85 15 14
0 86 36 29
1 86 10 33
2 86 32 2
3 86 33 1
4 86 33 17
5 86 15 13
0 87 36 29
1 87 9 32
2 87 32 3
3 87 35 1
4 87 33 17
5 87 16 12
0 88 36 28
1 88 9 32
2 88 32 4
3 88 36 0
4 88 32 18
5 88 16 11
0 89 36 27
1 89 9 31
2 89 32 6
3 89 37 0
4 89 32 18
5 89 17 10
0 90 36 26
1 90 8 31
2 90 31 7
3 90 38 0
